,R_P_E,Transcript,Filename,Title,Publication,Date,FullDate,Page,Summary,Notes,SourceFormat,X,duplicated
519,E,TRUE,GoshenDemocrat-11-2-01.txt,Buffalo Bill Loses 110 Horses,Goshen Democrat November ,Nov. 2 1901,11/2/01,N/A,Loss of horses in show train wreck,No PDF,P,,FALSE
520,E,TRUE,IndianapolisRecorder-11-2-01.txt,Slaughter of Horses,Indianapolis Recorder ,Nov. 2 1901,11/2/01,N/A,Buffalo Bill's Wild West Show Train Wrecked,,P,,FALSE
521,E,TRUE,IndianapolisJournal-11-20-01.txt,"Personal, Local and General Notes",Indianapolis Journal,Nov. 20 1901,11/20/01,6,Some of Buffalo Bill's company rode the first train from Chicago to Cody ,,P,,FALSE
522,E,TRUE,IndianapolisJournal-11-30-01.txt,Buffalo Bill's Buffalo Herd,Indianapolis Journal,Nov. 30 1901,11/30/01,5,"In Muncie, ""William F. Cody's Herd of Buffaloes"" was instituted and composed of primarily business men ",,P,,FALSE
523,E,TRUE,IndianapolisNews-12-25-01.txt,Nate Saulsbury Dead at Long Branch Home,Indianapolis News,Dec. 25 1901,12/25/01,2,"Nate Saulsbury, prime manager of Buffalo Bill's Wild West Show, died; mentions Saulsbury's importance in getting the show to Europe ",,,,FALSE
524,E,TRUE,FtWayneJournalGazette-1-8-02.txt,Buffalo Bill to Develop West,Ft. Wayne Journal Gazette ,Jan. 8 1902 ,1/8/02,7,Buffalo Bill's plans for his Rough Rider School and ,,P,,FALSE
525,E,TRUE,IndianapolisJournal-1-19-02.txt,N/A,Indianapolis Journal,Jan. 19 1902,1/19/02,4,Buffalo Bill considering donating the Deadwood coach to the National Museum in Washington; his popularity has risen so much that he is a welcome guest in the highest realms of society,,P,,FALSE
526,E,TRUE,IndianapolisJournal-1-24-02.txt,Buffalo Bill Used to It,Indianapolis Journal,Jan. 24 1902 ,1/24/02,5,Buffalo Bill wants Indians to stay traditional with long hair and greased faces ,,P,,FALSE
527,P,TRUE,IndianapolisJournal-1-28-02.txt,Buffalo Bill's Plans,Indianapolis Journal,Jan. 28 1902,1/28/02,10,Buffalo Bill's Wild West is planning to stay in Europe for an extended amount of time; article compares Barnum and Bailey's circus success in Europe to that of BB's Wild West Show,,P,,FALSE
528,E,TRUE,PlymouthTribune-3-13-02.txt,N/A,Plymouth Tribune,March 13 1902,3/13/02,N/A,"Buffalo Bill is continuing plans for irrigating the land in the West for 5,000 Swedes ",,P,,FALSE
529,,FALSE,,Photo portrait of William F. Cody,Indianapolis Journal,May 4 1902 ,5/4/02,21,,includes graphics,P,,FALSE
530,E,TRUE,IndianapolisNews-7-25-02.txt,Little Stories of Daily Life,Indianapolis News,July 25 1902,7/25/02,16,Not really sure if this article is real or made up; a cousin of a man from Ireland might be an Indian in Buffalo Bill's Wild West show? Some racism in the dialogue ,,P,,FALSE
531,E,TRUE,IndianapolisNews-9-29-02.txt,"Cody's Horse ""Smoky""",Indianapolis News,Sept. 29 1902,9/29/02,24,"Cody's famous old horse ""Smoky"" died in a barn fire; Cody and Smoky are said to be pictured in a masterpiece by Frederick Remington ",,P,,FALSE
532,E,TRUE,IndianapolisJournal-10-5-02.txt,About People and Things,Indianapolis Journal,Oct. 5 1902,10/5/02,4,Buffalo Bill gave an old scout friend and partner 160 acres on the Shoshone River ,,P,,FALSE
533,E,TRUE,IndianapolisNews-10-10-02.txt,Buffalo Bill Ill: His Condition Serious ,Indianapolis News,Oct. 10 1902,10/10/02,13,"Buffalo Bill is apparently ill, but this article only gives a short biography of his life and doesn't tell what the illness is",,P,,FALSE
534,R,TRUE,IndianapolisJournal-10-16-02.txt,Rough Riding Enjoyed,Indianapolis Journal,Oct. 16 1902,10/16/02,1,One of Buffalo Bill's star cowboys for 8 years entered a riding competition and did rope throwing between bucking rides ,,P,,FALSE
535,E,TRUE,IndianapolisJournal-11-19-02.txt,Buffalo Bill's Hotel,Indianapolis Journal,Nov. 19 1902,11/19/02,6,Buffalo Bill built a hotel in Cody Wyoming named after his recently engaged daughter ,,P,,FALSE
536,E,TRUE,JasperWeeklyCourier-11-28-02.txt,N/A,Jasper Weekly Courier,Nov. 28 1902,11/28/02,2,Buffalo Bill announced early in the month the engagement of his daughter to a military Lieutenant ,,P,,FALSE
537,P,TRUE,IndianapolisNews-12-19-02.txt,A Great Circus War is Billed for Coming Year,Indianapolis News,Dec. 19 1902,12/19/02,5,Buffalo Bill's show is part of the competition between circuses and other shows around the globe ,,P,,FALSE
538,E,TRUE,DailyTribune-12-24-02.txt,Buffalo Bill Entertains.,Daily Tribune ,Dec. 24 1902 ,12/24/02,,"""Buffalo Bill"" entertained members of the British and American press ",No PDF,,,FALSE
,E,TRUE,IndianapolisJournal-12-25-02.txt,N/A,Indianapolis Journal,"Dec. 25, 1902",12/25/02,,,,,,
539,E,TRUE,DailyTribune-12-30-02.txt,Marries Buffalo Bill's Daughter.,Daily Tribune ,Dec. 30 1902 ,12/30/02,5,Buffalo Bill's engaged daughter got married in New York,,P,,FALSE
540,E,TRUE,IndianapolisSun-12-31-02.txt,Nate Salsbury's Career,Indianapolis Sun ,Dec. 31 1902 ,12/31/02,4,The life and death of Nate Salsbury,,P,,FALSE
541,E,TRUE,FtWayneWeeklySentinel-12-31-02.txt,Nate Salsbury Dies at His Home in East,Ft. Wayne Weekly Sentinel ,Dec. 31 1902 ,12/31/02,13,The life of Nate Salsbury and his business investments,,P,,FALSE
542,E,TRUE,IndianapolisNews-2-24-03.txt,Irma Cody Married,Indianapolis News,Feb. 24 1903,2/24/03,7,Buffalo Bill's daughter got married but he was not in attendance due to being in England ,,P,,FALSE
543,E,TRUE,KokomoDailyTribune-3-18-03.txt,Buffalo Bill’s Protest,Kokomo Daily Tribune ,March 18 1903 ,3/18/03,3,a reprint of a latter from Colonel Cody saying sheep should be kept off National Ranges,,P,,FALSE
544,E,TRUE,IndianapolisNews-3-19-03.txt,Circus Factory in Blast,Indianapolis News,March 19 1903,3/19/03,14,Showman B. E. Wallace says that the Buffalo Bill show will not be competition because it's in Europe this season,,P,,FALSE
545,E,TRUE,IndianapolisNews-4-13-03.txt,Buffalo Bill Hurt,Indianapolis News,April 13 1903,4/13/03,1,Buffalo Bill's horse fell on him during his first show in England ,,P,,FALSE
546,E,TRUE,IndianapolisNews-6-9-03.txt,N/A,Indianapolis News,June 9 1903,6/9/03,2,Buffalo Bill will not be present at The Supreme Herd of Buffaloes (Indiana) State Convention because he is in Europe,,P,,FALSE
547,E,TRUE,IndianapolisJournal-7-12-03.txt,Tribute to Buffalo Bill,Indianapolis Journal,July 12 1903,7/12/03,1,Article is tribute to Buffalo Bill and his plainsman and scouting and hunting skills,,P,,FALSE
548,E,TRUE,IndianapolisNews-8-11-03.txt,Stole to Get Cocaine,Indianapolis News,Aug. 11 1903,8/11/03,7,It is stated that Annie Oakley (daughter-in-law of Buffalo Bill?) stole money from a black man to buy cocaine and is now in jail,,P,,FALSE
549,E,TRUE,IndianapolisNews-8-13-03.txt,Not Annie Oakley,Indianapolis News,Aug. 13 1903,8/13/03,7,"Annie Oakley was not the woman who stole money; Buffalo Bill doesn't have a son, so she's not his daughter-in-law either",,P,,FALSE
550,E,TRUE,HartfordCityTelegram-8-19-03.txt,"Annie Oakley, the Rifle Shooter, Now in the Chicago Work House",Hartford City Telegram ,Aug. 19 1903,8/19/03,N/A,A cocaine addict stole Annie Oakley’s identity,,P,,FALSE
551,E,TRUE,PlymouthTribune-9-24-03.txt,Local News,Plymouth Tribune,Sept. 24 1903,9/24/03,N/A,An Arabian chief who used to tour with Buffalo Bill called at the newspaper office to state that he would run a footrace against anyone in Plymouth,,P,,FALSE
552,E,TRUE,IndianapolisNews-11-6-03.txt,Buffalo Bill's Story,Indianapolis News,Nov. 6 1903,11/6/03,11,Buffalo Bill has returned from Europe with stories to tell ,,P,,FALSE
553,E,TRUE,IndianapolisNews-11-10-03.txt,Playing Buffalo Bill,Indianapolis News,Nov. 10 1903,11/10/03,11,"A school boy was killed when he refused to play ""Buffalo Bill"" with his friends and they lassoed him by the neck and dragged him ",,P,,FALSE
554,E,TRUE,PlymouthTribune-11-12-03.txt,N/A,Plymouth Tribune,Nov. 12 1903,11/12/03,7,Buffalo Bill announced that he has made his last trip as a showman and will live in Wyoming as a private citizen,,P,,FALSE
555,E,TRUE,AtticaFountainWarrenDemocrat-11-12-03.txt,N/A,Attica Fountain Warren Democrat ,Nov. 12 1903,11/12/03,N/A,Local Lee McGowan Returns from work in the Wild West Show,,P,,FALSE
556,E,TRUE,IndianapolisJournal-11-15-03.txt,Cody will Close Wild West,Indianapolis Journal ,Nov. 15 1903 ,11/15/03,2,Cody's plans to retire the show after return from Europe,,P,,FALSE
557,E,TRUE,IndianapolisJournal-1-2-04.txt,Miles and Buffalo Bill,Indianapolis Journal,Jan. 2 1904,1/2/04,6,Buffalo Bill talks with a friend about his ventures in England with royalty ,,P,,FALSE
558,E,TRUE,IndianapolisJournal-1-20-04.txt,N/A,Indianapolis Journal,Jan. 20 1904,1/20/04,7,"Buffalo Bill suggests that there be a ""cowboy night"" to celebrate the a new western movie ",,P,,FALSE
559,E,TRUE,IndianapolisJournal-2-7-04.txt,Adventurous Career of Bill Reedy,Indianapolis Journal,Feb. 7 1904,2/7/04,N/A,Bill Reedy recalls many events and facts about the nature of Buffalo Bill and his interactions with Europeans and Indians ,,P,,FALSE
560,E,TRUE,PlymouthTribune-3-17-04.txt,Buffalo Bill Seeks Divorce,Plymouth Tribune,March 17 1904 ,3/17/04,5,Buffalo Bill charges wife with cruelty,,P,,FALSE
561,E,TRUE,IndianapolisJournal-3-24-04.txt,"""Buffalo Bill"" Makes Charges Against Wife ",Indianapolis Journal,March 24 1904,3/24/04,1,Buffalo Bill wants a divorce because his wife has tried to poison him too many times and she's rude to his guests ,,P,,FALSE
562,E,TRUE,IndianapolisJournal-3-29-04.txt,Squad of Good Shots to Give Exhibition,Indianapolis Journal ,March 29 1904  ,3/29/04,N/A,A Shooting Exhibition at the Indianapolis Gun Club - ,No PDF,,,FALSE
563,E,TRUE,PlymouthTribune-3-31-04.txt,N/A,Plymouth Tribune,March 31 1904 ,3/31/04,N/A,"Jokes about Buffalo Bill being able to take on Cossacks, rough riders, and wild animals but can't seem to have power over the divorce of his wife ",,P,,FALSE
564,E,TRUE,IndianapolisSun-4-15-04.txt,Reciever is Wanted,Indianapolis Sun ,April 15 1904 ,4/15/04,7,Stockholder of the show asks for a reciever be appointed for the corporation and files complaints of financial concerns with this show,,P,,FALSE
565,E,TRUE,PlymouthTribune-4-21-04.txt,Reciever Wanted,Plymouth Tribune ,April 21 1904,4/21/04,N/A,Stockholder of the show asks for a reciever be appointed for the show,,P,,FALSE
566,E,TRUE,IndianapolisJournal-6-7-04.txt,N/A,Indianapolis Journal,June 7 1904,7/7/04,4,Buffalo Bill has an autobiography coming out; a joke is made again about him not being able to be victorious over his wife in the divorce ,,P,,FALSE
567,E,TRUE,ElkhartWeeklyTruth-11-3-04.txt,Bandits Shoot Bank Cashier,Elkhart Weekly Truth ,Nov. 3 1904,11/3/04,N/A,The Hole-in-the-Wall gang raid First National Bank Col. Cody offeres reward for capture,,P,,FALSE
568,E,TRUE,IdavilleObserver-11-4-04.txt,"""Buffalo Bill"" on a Manhunt",Idaville Observer ,Nov. 4 1904,11/4/04,N/A,Cody hunting four armed outlaws,,P,,FALSE
569,E,TRUE,PlymouthTribune-1-5-05.txt,Indian Tonic for Marital Ills,Plymouth Tribune,Jan. 5 1905,1/5/05,N/A,"More jokes about Buffalo Bill and his divorce, saying he should have used an Indian tonic to cure his marital ills ",,P,,FALSE
570,E,TRUE,PlymouthTribune-3-30-05.txt,Divorce Denied Col. Cody,Plymouth Tribune,March 30 1905,3/30/05,N/A,"Buffalo Bill was defeated in his suit for divorce in Sheridan, Wyoming by Judge Scott. In refusing the decree he praised Mrs. Cody and made some unique rulings ",,P,,FALSE
571,E,TRUE,AuroraDearbornIndependent-7-13-05.txt,Cody's Trail Open,Aurora Dearborn Independent ,July 13 1905,7/13/05,N/A,Trail first mapped by Cody opened as public road,,P,,FALSE
572,E,TRUE,PlymouthTribune-7-20-05.txt,N/A,Plymouth Tribune,July 20 1905,7/20/05,2,Buffalo Bill's daughter will not let him pursue the divorce from his wife further,,P,,FALSE
573,E,TRUE,ShelbyvilleDailyDemocrat-8-4-05.txt,“Scotty Was Skinned Good”,Shelbyville Daily Democrat ,August 4 1905,8/4/05,3,"About Walter Scott, Death Valley miner and Wild West show performer",,P,,FALSE
574,E,TRUE,LogansportReporter-9-25-06.txt,Buffalo Bill’s Farewell,Logansport Reporter,Sept. 25 1906,9/25/06,N/A,Wild West show closed a four years' tour of Europe with show in Brussels,,P,,FALSE
575,E,TRUE,MooresvilleTimes-9-27-06.txt,Buffalo Bill Coming Home,Mooresville Times ,Sept. 27 1906,9/27/06,N/A,Show closed a four years’ tour of Europe ,,P,,FALSE
576,E,TRUE,MooresvilleTimes-5-16-07.txt,Buffalo Bill Silent,Mooresville Times ,May 16 1907,5/16/07,N/A,Cody asked about his connection to Katherine (Clemmons) Gould,,P,,FALSE
577,P,TRUE,GoshenDemocrat-6-25-07.txt,Buffalo Bill Coming ,Goshen Democrat ,June 25 1907,6/25/07,N/A,Bill's Wild West will exhibit in Goshen during August or September,,P,,FALSE
578,P,TRUE,FtWayneSentinel-7-2-07.txt,"""Buffalo Bill"" is Coming",Ft. Wayne Sentinel ,July 2 1907 ,7/2/07,8,About the show's US tour after it returned from Europe and promo for local performance on the 20th,,P,,FALSE
579,P,TRUE,FtWayneSentinel-7-6-07.txt,Only One Day,Ft. Wayne Sentinel ,July 6 1907,7/6/07,N/A,Ad for the show explaining the acts,includes graphics,P,,FALSE
580,P,TRUE,FtWayneSentinel-7-8-07.txt,The Battle of Summit Springs,Ft. Wayne Sentinel ,July 8 1907 ,7/8/07,3,About the Battle of Summit Springs act,,P,,FALSE
581,P,TRUE,FtWayneJournalGazette-7-11-07.txt,Buffalo Bill will not Parade,Ft. Wayne Journal Gazette ,July 11 1907 ,7/11/07,7,All about the imitation locomotive used in the great train hold-up act,,P,,FALSE
582,P,TRUE,FtWayneSentinel-7-13-07.txt,Ranch Life out West,Ft. Wayne Sentinel,July 13 1907 ,7/13/07,10,Description of the show's current acts,,P,,FALSE
583,P,TRUE,FtWayneSentinel-7-15-07.txt,Buffalo Bill’s Wild West ,Ft. Wayne Sentinel ,July 15 1907 ,7/15/07,5,Ad for the show explaining the acts,includes graphics,P,,FALSE
584,P,TRUE,FtWayneNews-7-15-07.txt,Buffalo Bill in the saddle,Ft. Wayne News ,July 15 1907 ,7/15/07,8,promo for a Saturday show,,P,,FALSE
585,P,TRUE,FtWayneSentinel-7-17-07.txt,Concerning the Wild West,Ft. Wayne Sentinel ,July 17 1907 ,7/17/07,10,promo for the home-coming tour and the mission of the show,,P,,FALSE
586,P,TRUE,FtWayneSentinel-7-18-07.txt,No Wild West Parade,Ft. Wayne Sentinel ,July 18 1907 ,7/18/07,5,about the horsemen in the show and why there will be no parade,,P,,FALSE
587,R,TRUE,FtWayneJournalGazette-7-18-07.txt,Wild West is Great,Ft. Wayne Journal Gazette,July 18 1907 ,7/18/07,5,the educational and entertainment value of the show,,P,,FALSE
588,P,TRUE,HuntingtonWeeklyNewsDemocrat-7-19-07.txt,Buffalo Bill's Wild West Will Exhibit at Ft. Wayne,Huntington Weekly News Democrat ,July 19 1907,7/19/07,N/A,About the historic scenes and the rough riders in the show,,P,,FALSE
589,P,TRUE,FtWayneNews-7-19-07.txt,Wild West Show,Ft. Wayne News,July 19 1907 ,7/19/07,6,Preview for the show in Ft. Wayne,,P,,FALSE
590,P,TRUE,FtWayneNews-7-20-07.txt,Buffalo Bill Here,Ft. Wayne News ,July 20 1907 ,7/20/07,10,Review of Ft. Wayne show,includes graphics,P,,FALSE
591,R,TRUE,FtWayneJournalGazette-7-20-07.txt,Col. Cody in Here,Ft. Wayne Journal Gazette,July 20 1907,7/20/07,1,Wild West show comes to Ft. Wayne From Toledo,includes graphics,P,,FALSE
592,R,TRUE,FtWayneJournalGazette-7-21-07.txt,Great Wild West Aggregation Draws Large Crowds,Ft. Wayne Journal Gazette ,July 21 1907,7/21/07,1,Show gives two performances,,P,,FALSE
593,E,TRUE,PlymouthTribune-8-8-07.txt,Indian Scout in Plmout,Plymouth Tribune ,Aug. 8 1907 ,8/8/07,N/A,"Former Wild West Show employee ""Dakota Bob"" on a trans-continental walk",,,,FALSE
594,P,TRUE,IndianapolisSun-8-8-07.txt,"""Buffalo Bill"" Coming",Indianapolis Sun ,Aug. 8 1907 ,8/8/07,10,promo for the show with a preview of acts,,P,,FALSE
595,P,TRUE,PoseyvilleNews-8-9-07.txt,Buffalo Bill’s Wild West,Poseyville News ,Aug. 9 1907 ,8/9/07,N/A,promo for the show with a preview of acts,,P,,FALSE
596,P,TRUE,CynthianaArgus-8-10-07.txt,Buffalo Bill's Wild West ,Cynthiana Argus,Aug. 10 1907,8/10/07,N/A,Promo for the August show in Evansville,,P,,FALSE
,P,TRUE,MuncieStarPress-8-11-07.txt,Buffalo Bill Home,Muncie Star Press,Aug. 11 1907,8/11/07,,,,,,
,P,TRUE,MuncieStarPress-8-14-07.txt,Col. Cody's Great Show,Muncie Star Press,Aug. 14 1907,8/14/07,,,,,,
597,P,TRUE,CovingtonRepublican-8-16-07.txt,Buffalo Bill's Wild  West,Covington Republican ,Aug. 16 1907,8/16/07,N/A,Stock promo (same as Poseyville News),,P,,FALSE
598,P,TRUE,AndMornHerald8-23-07p1.txt,Buffalo Bill's Wild West Show Tomorrow,Anderson Morning Herald,"Aug. 23, 1907",8/23/07,1,Describing the show that is coming tomorrow,,A,,FALSE
599,R,TRUE,CarlisleNews-8-23-07.txt,Locals Visit the Show,Carlisle News ,Aug. 23 1907,8/23/07,N/A,"J. F. Curtner and sister, Miss Flo, attended Buffalo Bill's Show ",,P,,FALSE
600,R,TRUE,LogansportReporter-8-23-07.txt,Reminiscences of Wild West,Logansport Reporter ,Aug. 23 1907,8/23/07,1,The show as a great historical drama,,P,,FALSE
,P,TRUE,MuncieEveningPress-8-23-07.txt,The Mission of Wild West Shows,Muncie Evening Press,Aug. 23 1907,8/23/07,,,,,,
,P,TRUE,MuncieEveningPost-8-24-07.txt,Buffalo Bill Is In the Saddle Daily,Muncie Evening Post,Aug. 24 1907,8/24/07,,,,,,
601,P,TRUE,AndMornHerald8-24-07p1.txt,Buffalo Bill Show Arrived,Anderson Morning Herald,Aug. 24 1907,8/24/07,1,Describing set up of the show and promoting its perfomance that day,,A,,FALSE
602,P,TRUE,AndMornHerald8-24-07.txt,Col. Cody Here With His Show,Anderson Morning Herald,Aug. 24 1907,8/24/07,N/A,"Col. Cody's hair is snow white, features of the show that day",,A,,FALSE
603,R,TRUE,AndMornHerald-8-25-07p1.txt,Col. Cody Got $4000 Yesterday,Anderson Morning Herald,Aug. 25 1907,8/25/07,1,"Large crowd, brief interview, no trouble for police",,A,,FALSE
,P,TRUE,MuncieStarPress-8-25-07.txt,Buffalo Bill Here Tuesday,Muncie Star Press,Aug. 25 1907,8/25/07,,,,,,
604,R,TRUE,IndianapolisSun-8-26-07.txt,N/A,Indianapolis Sun ,Aug. 26 1907 ,8/26/07,8,Locals Dissapointed by Lack of Parade,,P,,FALSE
605,R,TRUE,LogansportReporter-8-27-07.txt,Wild West Pleases,Logansport Reporter ,Aug. 27 1907,8/27/07,N/A,Review of the previous night's show,,P,,FALSE
606,R,TRUE,CarthageCitizen-8-30-07.txt,N/A,Carthage Citizen,Aug. 30 1907,8/30/07,N/A,Locals in Indianapolis to see Buffalo Bill Show,,P,,FALSE
607,E,TRUE,PlymouthTribune-9-5-07.txt,A Circus Trust,Plymouth Tribune,Sept. 5 1907,9/5/07,2,"A circus trust is forming, which includess control of Buffalo Bill's show ",No PDF,P,,FALSE
608,E,TRUE,JasperWeeklyCourier-11-15-07.txt,Every Year,Jasper Weekly Courier ,Nov. 15 1907,11/15/07,N/A,About the home life of Cody on his ranch,No PDF,P,,FALSE
609,E,TRUE,IndianapolisSun-5-27-08.txt,Col. Cody Has a New Wild West,Indianapolis Sun ,May 27 1908,5/27/08,N/A,promo for the show as it starts a new season and the addition of 3 new acts,,P,,FALSE
610,E,TRUE,GoshenMidWeekNewsTimes-4-7-08.txt,A Circus War,Goshen Mid Week News Times,April 7 1908 ,4/7/08,3,Circus combines to compete for venues in Indiana,,P,,FALSE
611,E,TRUE,LogansportWeeklyReporter-5-12-08.txt,Buffalo Bill Treats Orphans,Logansport Weekly Reporter ,May 12 1908 ,5/13/08,4,31 institutions bring orphaned children to see Buffalo Bill in Madison Square Garden ,,P,,FALSE
612,P,TRUE,TiptonTribune-5-20-08.txt,Buffalo Bill’s Wild West to be at Kokomo,Tipton Tribune ,May 20 1908 ,5/20/08,8,Press Release Promo for the show and its acts,,P,,FALSE
613,R,TRUE,NewAlbanyWeeklyTribune-5-22-08.txt,Made it a State Affair,New Albany Weekly Tribune,May 22 1908,5/22/08,N/A,25th anniversary of the show was celebrated with a performance in Washington,includes graphics,A,,FALSE
,R,TRUE,HagerstownWayneFarmer-5-22-08.txt,Col. William F. Cody,Hagerstown Wayne Farmer,22-May-08,5/22/08,,,,,,
,P,TRUE,MuncieStarPress-5-23-08.txt,"""Buffalo Bill"" Coming",Muncie Star Press,May 23 1908,5/23/08,,,,,,
,P,TRUE,MuncieStar-5-24-08.txt,Buffalo Bill Coming ,Muncie Star,May 24 1908,5/24/08,,,,,,
614,P,TRUE,IndianapolisSun-5-26-08.txt,Buffalo Bill is Coming June 15 ,Indianapolis Sun,May 26 1908 ,5/26/08,4,promo for the show as it starts a new season and the addition of 3 new acts,,P,,FALSE
,P,TRUE,MuncieEveningPost-5-27-08.txt,Buffalo Bill And Some Feats Of His Show,Muncie Evening Post,May 27 1908,5/27/08,,,,,,
615,P,TRUE,ShelbyvilleDemocrat-5-27-08.txt,Will Give Two Exhibitions at Indianapolis ,Shelbyville Democrat,May 27 1908,5/27/08,3,Press release promo (Same as Tipton Tribune),,P,,FALSE
616,P,TRUE,WinchesterJournal-5-27-08.txt,Wild West will exhibit at Muncie,Winchester Journal ,May 27 1908,5/27/08,N/A,promo for the show,,P,,FALSE
617,P,TRUE,TiptonTribune-5-27-08.txt,Story of the Plains,Tipton Tribune ,May 27 1908,5/27/08,3,Promotion for the Kokomo show,,P,,FALSE
618,R,TRUE,IndianapolisSun-5-28-08.txt,Buffalo Bill’s Horsemen have World Fame,Indianapolis Sun ,May 28 1908 ,5/28/08,2,The addition of new rough riders to the show,,P,,FALSE
619,P,TRUE,NewCastleHenryCountyTribune-5-29-08.txt,Buffalo Bill's Wild West,New Castle Henry County Tribune ,May 29 1908 ,5/28/08,8,promo for this season's show and the new historic scenes,,P,,FALSE
,P,TRUE,MuncieStarPress-5-31-08.txt,Buffalo Bill Here Friday,Muncie Star Press,May 31 1908,5/31/08,,,,,,
,P,TRUE,MuncieStar-6-1-08.txt,Scenes From Wild West,Muncie Star,June 1 1908,6/1/08,,,,,,
,P,TRUE,MuncieStar-6-3-08.txt,About Bucking Bronchos,Muncie Star,June 3 1908,6/3/08,,,,,,
620,P,TRUE,IndianapolisSun-6-4-08.txt,Ranchmen's Pleasures,Indianapolis Sun ,June 4 1908 ,6/4/08,3,descriptions of a few notable acts,,P,,FALSE
621,R,TRUE,MontpelierEveningHerald-6-5-08.txt,Local Brevities,Montpelier Evening Herald ,June 5 1908,6/5/08,N/A,Locals who travelled to Muncie to see the show,,P,,FALSE
622,P,TRUE,JamestownPress-6-5-08.txt,Buffalo Bill's Wild West,Jamestown Press ,June 5 1908,6/5/08,N/A,pomo for the show ,,P,,FALSE
623,R,TRUE,MEP-6-5-08.txt,Buffalo Bill's Exhibition Here,Muncie Evening Post,June 5 1908,6/5/08,,,,,,FALSE
624,R,TRUE,MEP-6-6-08.txt,The Crowds Pleased,Muncie Evening Post,June 6 1908,6/6/08,,,,,,FALSE
625,R,TRUE,MS-6-6-08.txt,Col. Cody Pleases,Muncie Evening Post,June 6 1908,6/6/08,,,,,,FALSE
626,P,TRUE,IndianapolisSun-6-8-08.txt,N/A,Indianapolis Sun ,June 8 1908 ,6/8/08,2,promo for the June 15th show,,P,,FALSE
627,P,TRUE,IndianapolisSun-6-10-08.txt,Big Herd of Buffaloes with Wild West Show,Indianapolis Sun ,June 10 1908 ,6/10/08,3,promo for the show and bison on display,,P,,FALSE
628,P,TRUE,IndianapolisSun-6-12-08.txt,The Battle of Summit Springs,Indianapolis Sun ,June 12 1908,6/12/08,N/A,Description of the new Summit Springs act,,P,,FALSE
629,P,TRUE,IndianapolisSun-6-13-08.txt,Wild West Show,Indianapolis Sun ,June 13 1908,6/13/08,N/A,Addition of new acts including football on horseback and women riders,includes graphics,P,,FALSE
630,P,TRUE,PlymouthTribune-6-25-08.txt,N/A,Plymouth Tribune ,June 25 1908 ,6/25/08,8,Buffalo Bill will show in South Bend on Aug. 13,,P,,FALSE
631,P,TRUE,GoshenDailyDemocrat-8-3-08.txt,Buffalo Bill's Wild West,Goshen Daily Democrat,Aug. 3 1908,8/3/08,N/A,Press release promo,,P,,FALSE
632,R,TRUE,ElkhartDailyReview-8-14-08.txt,Many Attended Wild West Show,Elkhart Daily Review ,Aug. 14 1908 ,8/14/08,4,Elkhart and Goshen people go to the show dissapointed by lack of parade,,P,,FALSE
633,E,TRUE,PlymouthTribune-8-20-08.txt,Many See Buffalo Bill,Plymouth Tribune,Aug. 20 1908,8/20/08,N/A,Buffalo Bill's show is bringing large numbers of people by train?,,P,,FALSE
634,R,TRUE,PlymouthTribune-8-20-08-page 1.txt,Pickpockets ,Plymouth Tribune ,Aug. 20 1908,8/20/08,N/A,Pickpockets in the show crowd,,P,,FALSE
635,E,TRUE,IndianapolisSun-12-11-08.txt,"""Buffalo Bill” will Retire ",Indianapolis Sun ,Dec. 11 1908 ,12/11/08,6,About Cody and his plans for retirement,,P,,FALSE
636,E,TRUE,CrawfDailyArgusNews7-28-09p3.txt,N/A,Crawsfordville Journal,28-Jul-09,7/28/09,3,,Store advertisement mentioning Buffalo Bill's show was recently in the area,,A,FALSE
637,P,TRUE,CrawfJournal7-29-09p2.txt,McFarland's Show Grounds,Crawsfordville Journal,29-Jul-09,7/29/09,2,,"Advertising the show coming, different exhibits and performances",,A,FALSE
638,E,TRUE,CrawfJournal7-31-09p1.txt,True Tales of the Plains,Crawsfordville Journal,31-Jul-09,7/31/09,1,,"Will publish ""True Tales of the Plains"" - the life story of Buffalo Bill",,A,FALSE
639,R,TRUE,CrawfJournal7-31-09p4.txt,Buffalo Bills Show,Crawsfordville Journal,31-Jul-09,7/31/09,4,,"Transportation and unloading the show; crowd filled an earlier performance, another one to follow",,A,FALSE
640,E,TRUE,CrawfJournal8-2-09p3-part1-2.txt,True Tales of the Plains,Crawsfordville Journal,"Aug. 02, 1909",8/2/09,3,,"Publishing one of the ""True Tales of the Plains"" - written by Buffalo Bill himself, this one is extensively describing how he killed his first Indian",,A,FALSE
641,E,TRUE,CrawfJournal-8-2-09-p4.txt,How I Killed My First Indian,Crawsfordville Journal,"Aug. 02, 1909",8/2/09,4,,"Introducing the Journal's new series ""True Tales of the Plains"" - sixteen different stories of three columns each",,A,FALSE
642,P,TRUE,GoshenDemocrat-7-1-10.txt,Settle Warfare,Goshen Democrat,1-Jul-10,7/1/10,2,,BB show's advertising competes with other shows,,P,FALSE
643,P,TRUE,GoshenDailyDemocrat-7-5-10.txt,Got in Ahead,Goshen Daily Democrat,5-Jul-10,7/5/10,1,,Competition between Buffalo Bill and Ringling's Show,,P,FALSE
644,P,TRUE,GoshenDailyDemocrat-7-7-10.txt,No Street Parade,Goshen Daily Democrat,7-Jul-10,7/7/10,1,,No street parade - farewell show,,P,FALSE
